"","gene","logFC","logCPM","LR","PValue","FDR","s04_SMG","s07_SMG","s09_SMG","s12_SMG","s14_SMG","s17_SMG","s23_SMG","s01_SMG_IR","s02_SMG_IR","s21_SMG_IR","s27_SMG_IR","s30_SMG_IR","s31_SMG_IR"
"3270","AP1M2",0.648134283101299,5.09737990241778,1.97958798487572,0.159433818436961,0.564102433921772,518,365,289,427,316,503,366,348,215,95,316,269,316
"3271","AP1S1",-0.310949851956618,4.32604488401718,1.67238243029072,0.195939731228272,0.613870411888448,301,185,160,187,139,222,160,162,138,44,248,147,131
"3272","AP1S2",0.523232149601123,4.33458947749746,3.45458826133011,0.0630764429768752,0.378364195387099,242,84,77,84,71,171,99,171,319,79,420,350,183
"3273","AP1S3",0.763370695221263,2.22222721732208,5.91556479225487,0.0150076909669271,0.183337197758136,31,27,29,20,19,17,23,35,87,13,90,144,55
"3274","AP2A1",0.00978749155245756,5.16213440382608,0.0015848873895532,0.968244090136235,0.993474888493609,407,163,233,230,207,399,248,304,378,119,450,637,291
"3275","AP2A2",-0.0456764066073099,5.61503228774227,0.0496574850881686,0.823660350390899,0.956384694568788,675,284,304,290,315,421,338,394,504,185,572,808,379
"3276","AP2B1",0.163382652075972,6.20945316490675,0.289001532520174,0.590861083224982,0.885334530488846,636,420,491,431,471,866,730,513,767,291,917,1887,608
"3277","AP2M1",-0.20651969675718,7.1626708837421,1.42290273396456,0.232926217612828,0.657083207926798,2105,1298,1190,1366,1103,1483,1172,1176,1157,428,1681,1404,1059
"3278","AP2S1",-0.526957432357921,4.53647286885654,5.57564702077762,0.0182119348368178,0.203826088933389,321,192,184,245,221,307,193,180,182,55,245,268,187
"3279","AP3B1",-0.188352327219055,6.48454789151057,1.07937004581595,0.29883852378069,0.715370794529413,1221,804,649,778,685,937,758,916,790,251,1018,1132,736
"3280","AP3B2",1.35708701632148,1.65505649030726,8.46556748091558,0.00361932317903504,0.0819158580087721,34,23,14,23,9,9,9,24,26,8,81,78,50
"3281","AP3D1",-0.0575083674799532,6.931026005498,0.0843153584664567,0.771532373290364,0.943157698315088,1646,892,1015,975,731,1359,1065,1221,918,369,1327,1634,938
"3282","AP3M1",0.114749767414665,5.3005795385963,0.167415218630975,0.682419275893802,0.916776179341795,455,266,279,277,246,425,309,369,410,140,555,588,332
"3283","AP3M2",0.206821808330388,4.23344531332939,0.508102788751742,0.475961299642582,0.827858703864957,323,118,95,148,125,138,81,150,239,35,377,282,195
"3284","AP3S1",-0.363159154092367,5.00417635827328,1.84129812997578,0.174798874671735,0.587282766047294,357,310,216,213,265,383,317,288,229,86,354,276,201
"3285","AP3S2",0.220813951845275,4.16225961762673,1.16017853957685,0.281428515977066,0.699893750875563,233,107,117,147,119,140,126,182,165,75,238,379,160
"3286","AP4B1",-0.167774412803011,3.80799819726,0.406195860322123,0.523906678994296,0.852166654868552,227,84,70,106,78,134,76,88,149,37,286,234,139
"3287","AP4B1-AS1",-0.00079614884948507,0.566572475530201,4.47527898721489e-05,0.994662389495691,0.999133572518324,9,3,8,10,6,5,4,6,15,3,29,29,8
"3288","AP4E1",-0.0289214386284362,4.42927705325474,0.015751934949277,0.900122411042656,0.977190791919578,291,97,128,146,144,155,97,161,249,50,339,468,193
"3289","AP4M1",0.113219078763898,3.80283914240593,0.194523240472495,0.659178328012939,0.90951855496093,209,103,94,138,103,130,91,114,92,37,249,157,139
"3290","AP4S1",0.00475300806674274,4.09371140344671,0.000491146414236532,0.982318870658135,0.997376061671438,230,135,96,118,92,142,116,104,151,44,214,263,154
"3291","AP5B1",-0.267858008555847,4.70122046955927,0.494098788650863,0.48210460358681,0.830839142564533,288,137,197,161,91,224,325,167,191,48,266,346,191
"3292","AP5M1",0.00572784495852874,6.19042725831157,0.000726412308049262,0.978497988905844,0.996316555940652,1117,622,596,759,466,623,582,772,763,220,978,1199,648
"3293","AP5S1",0.0459123799185478,3.9452256453259,0.0476507440527314,0.827202772928733,0.957601156328513,219,114,90,149,101,153,107,120,154,43,236,259,148
"3294","AP5Z1",-0.169424700400736,4.6500204434061,0.517946393445904,0.471719009102718,0.826417605245308,366,177,168,209,135,259,189,178,237,72,380,306,215
"3295","APAF1",0.00661500724970177,5.21395641974331,0.000703071218593365,0.978846178579558,0.996316555940652,593,215,177,277,238,274,219,295,388,94,692,588,300
"3296","APBA1",-0.29835500618856,3.87323341228673,1.23019513732308,0.267369091867181,0.689412225989174,174,127,167,131,146,153,118,110,104,49,111,245,145
"3297","APBA2",1.02864834842419,1.92275197394141,3.65222737465035,0.0559942804675141,0.356105730145802,12,6,4,14,4,37,16,26,68,17,50,54,44
"3298","APBA3",-0.243429421400603,3.84433852331246,0.735791292651133,0.391012421698721,0.781221823038784,255,87,99,119,67,207,112,101,94,48,179,172,110
"3299","APBB1",-0.115329476424133,4.88730704522242,0.221546757875247,0.637863885409518,0.903099377306506,500,256,236,243,199,283,191,249,277,79,428,330,277
"3300","APBB1IP",0.107028645448839,3.48934547673376,0.12124776097431,0.727685112706323,0.931157660449598,94,39,23,43,29,93,43,81,189,27,141,215,122
"3301","APBB2",0.229227707924265,5.54254771396075,0.618896760512179,0.431457552277513,0.805394300722464,509,219,257,227,320,368,295,455,522,118,617,775,555
"3302","APBB3",0.0118567958670956,4.65546225452591,0.00228645848196329,0.961862146406557,0.992310654149573,472,202,150,230,122,322,179,189,227,87,394,323,208
"3303","APC",-0.0651664177746151,6.22065465403071,0.0809825206169261,0.77597031871876,0.944453237882696,815,483,516,535,430,764,545,664,748,222,849,1316,616
"3304","APC2",0.238853082135449,2.56448677263652,0.38508686544905,0.534893326652871,0.85762322480428,64,29,38,40,31,44,25,35,46,28,61,117,72
"3305","APCDD1",0.508963697469759,4.46084427066452,2.73849563812508,0.0979569446775776,0.463959922778677,167,119,51,160,110,126,86,142,211,47,244,355,301
"3306","APCDD1L",0.327735412943452,3.68448337301465,0.707975323141628,0.400116776020349,0.785845868585319,334,193,202,267,189,126,88,258,80,79,204,171,190
"3307","APCDD1L-DT",0.036587168761231,3.13173348849828,0.00562851401869935,0.940196075442675,0.986682473136189,191,112,49,172,221,97,68,92,67,28,246,173,141
"3308","APEH",-0.147562688387263,6.11943500700497,0.532971930129747,0.46536007133855,0.823305636103947,987,580,575,676,416,802,590,606,590,194,851,759,553
"3309","APEX1",0.0418609447410526,4.71890096655265,0.0178679900597594,0.893662578778626,0.976347380202678,382,203,199,184,198,359,278,283,219,138,263,398,136
"3310","APEX2",0.343659518322167,3.1166232722307,1.53143219002716,0.215897625764058,0.638374614010333,93,45,48,78,61,49,40,68,102,37,149,134,77
"3311","APH1A",-0.193720561146488,6.58819497741805,0.692970990613322,0.40515567136287,0.789200390995568,1739,843,822,948,789,866,666,716,788,279,1177,737,883
"3312","APH1B",-0.124178503926407,4.66531427073074,0.272892672271405,0.601397910907852,0.888608191617816,367,181,198,193,187,227,160,226,305,47,428,367,234
"3313","API5",-0.0841294834739635,5.95596639462638,0.185685724173128,0.666531874769094,0.911767211579852,840,534,549,537,431,599,462,573,540,177,907,805,504
"3314","APIP",0.0692434051588856,4.61374867064398,0.0558663898387159,0.813152773814973,0.953930417367556,306,274,147,235,114,320,237,208,199,71,190,269,228
"3315","APLF",-0.0610301577057254,4.76289068634632,0.0581338107590739,0.809470218245646,0.952870298932785,401,187,176,203,237,210,174,200,272,74,321,267,283
"3316","APLN",-0.758985745776531,0.835612531077282,1.28106761165601,0.25770062532384,0.679367714268362,18,23,5,13,4,6,2,6,27,1,16,8,8
"3317","APLNR",0.343710189718603,3.35889263028075,0.470412015813682,0.492797683063188,0.836242348187772,49,44,18,45,22,42,7,25,162,30,274,88,57
"3318","APLP1",0.39486488576922,0.635137469342523,0.688696557990603,0.406608083783364,0.790403828587972,13,4,10,7,3,17,10,17,15,2,12,14,18
"3319","APLP2",0.648009747271688,8.13287818828892,9.81304185586681,0.00173278668664175,0.054962777709619,3419,1970,1908,2250,1158,1673,1833,2576,3504,951,4607,5230,2531
"3320","APMAP",-0.22534614831264,6.2797005141135,0.928251228878221,0.335317754814971,0.746029937537173,840,424,484,525,433,599,412,527,1038,156,984,781,679
"3321","APOB",-1.5761213331159,0.618170065971656,3.09535528483418,0.0785160111939752,0.417967460017607,18,8,6,4,14,4,15,3,10,1,8,6,47
"3322","APOBEC2",0.147345260626168,1.0920638486129,0.0960832585845921,0.756581491295489,0.938510704696289,29,10,13,11,21,9,13,13,24,2,23,62,18
"3323","APOBEC3A",1.39260215386231,0.74921908405879,6.39328766494161,0.0114552672913661,0.158129137625309,5,1,4,5,5,3,9,23,12,6,11,12,13
"3324","APOBEC3C",1.21481185974214,3.86937558056153,14.4235029239617,0.000145969133358672,0.0114292682056585,120,80,43,74,55,103,54,87,205,88,259,433,115
"3325","APOBEC3D",0.301457524824467,1.96364603084461,0.6731275196315,0.411963331822249,0.793688268753383,35,21,8,20,12,56,16,43,53,15,70,67,30
"3326","APOBEC3F",0.0754324413616466,1.86429192462282,0.0570352010752657,0.811244822362573,0.95336801654849,25,21,23,31,24,29,21,35,38,9,40,86,27
"3327","APOBEC3G",0.472194010557991,3.63489657605856,1.29480653050928,0.255164054193931,0.677691328976097,123,62,28,88,47,160,39,130,264,51,272,198,80
"3328","APOBEC3H",0.580580551942741,0.0400440370195531,1.2493870245674,0.263669584560966,0.68511375721825,6,3,0,8,3,10,5,6,15,7,19,15,10
"3329","APOBR",0.278526344468543,1.729873500748,0.39201061976561,0.531244423672533,0.855755072067515,25,8,11,6,5,30,19,16,48,8,58,89,31
"3330","APOC1",-1.23706235727663,1.65065925372098,7.0945341349086,0.00773193871659165,0.125734094190985,39,15,9,9,5,32,12,15,18,3,29,31,8
"3331","APOD",1.02724831166741,7.25398604313416,4.14736794678812,0.0416992939415242,0.310906803995424,1192,510,639,765,1379,857,2034,1909,1565,575,1913,5287,857
"3332","APOE",0.513508474836535,6.87171081880799,1.20227697066689,0.272867059730524,0.691675448891813,740,391,305,332,318,406,193,467,2487,148,2650,2117,530
"3333","APOL1",0.462368145646642,4.73027678584214,1.58123690418199,0.208582617373782,0.630343579141435,303,141,107,196,62,400,151,269,366,93,428,568,199
"3334","APOL2",-0.136675987685356,5.2417862000765,0.362667571170507,0.54702845438971,0.864193256349486,473,290,289,313,202,388,230,307,460,106,590,453,275
"3335","APOL3",0.0101203749431316,5.10404043479122,0.00105634568542001,0.974072142125046,0.99589898987242,464,211,149,242,106,418,183,301,447,115,591,444,265
"3336","APOL4",-0.216395608263417,2.8693175145918,0.204206091380819,0.651347017753996,0.907381840931373,45,27,71,43,11,45,16,56,127,10,109,183,45
"3337","APOL6",-0.260193500526468,7.55495301314289,0.93719878927174,0.332999284077208,0.743737436824856,1713,1073,910,1355,601,1869,984,1404,2651,451,2324,2403,1434
"3338","APOLD1",0.581457911533976,6.11102753703139,1.23918267754157,0.265628629945011,0.687241081351162,342,330,288,132,197,180,483,165,616,142,1381,459,426
"3339","APOM",0.0265957056471285,1.84316347428607,0.00636387842707897,0.936417066453438,0.985958530173201,43,23,24,32,16,29,23,20,46,17,42,50,33
"3340","APOO",0.129626054995681,2.65286490849125,0.23634842666883,0.626856003303193,0.89759230475803,77,50,55,57,45,71,61,83,59,14,65,88,61
"3341","APOOL",-0.118428951454901,4.64516485619113,0.245480432560742,0.620275578190488,0.894525480815385,362,211,190,225,139,230,221,194,214,72,242,439,183
"3342","APOPT1",-0.38227181602317,3.39882171643561,2.28377929453406,0.130732964075818,0.521317214124068,157,93,60,80,84,97,98,70,52,30,94,161,80
"3343","APP",0.851573313392282,8.65271848797225,12.0264296000212,0.000524514530300728,0.0265433714468725,5537,2983,2119,2353,1999,4407,3455,4597,3980,1726,6757,6629,3737
"3344","APPBP2",-0.0988020851379221,6.35637010997299,0.205545820099047,0.650281173236295,0.907266890748993,1098,700,597,613,490,775,593,662,820,208,1189,1031,716
"3345","APPL1",-0.113891150007842,6.9669863175563,0.308738390965701,0.578455392784766,0.879750881337127,2029,1145,975,1137,712,1160,951,1090,1112,344,1557,1520,1047
"3346","APPL2",-0.0370286504523004,5.33627321701991,0.0411892160954057,0.839173124047191,0.961960187398267,484,218,243,282,275,406,288,346,400,120,551,702,366
"3347","APRT",-0.311305040922958,5.39734909973379,1.73960461636197,0.187188932257327,0.603373336261544,644,356,349,379,379,576,347,386,303,115,423,345,302
"3348","APTR",-0.338865917445236,3.5470874465281,1.73722642382013,0.187490641232688,0.604048152235235,169,109,142,107,96,87,135,89,57,32,98,145,94
"3349","APTX",-0.1081898940684,4.22971627345181,0.261335925985518,0.609203837823018,0.890663810871308,236,143,155,139,175,157,115,156,206,41,260,298,183
"3350","AQP1",0.291887578022199,7.20265192041694,1.36100459741882,0.243363451965676,0.665751352502525,2023,1284,874,1170,1021,815,823,1079,1308,501,3126,2523,1888
"3351","AQP11",0.0903167306443764,1.40902727966704,0.0521567581226314,0.819351970251976,0.955026631236901,28,23,18,19,18,14,10,20,28,6,24,62,31
"3352","AQP2",0.21854781346293,0.532874711941996,0.223101258400344,0.636687007299609,0.902525388537037,19,10,21,17,13,12,10,20,4,5,6,5,13
"3353","AQP3",0.107770087373054,8.08536215233643,0.0613218958008872,0.80441869872857,0.951473613892144,3627,3503,2544,3002,1821,4635,3784,2248,708,1044,1059,570,2411
"3354","AQP4",1.02318246355106,2.01509417549086,5.2057902794855,0.0225117789949625,0.227960417847156,22,19,15,26,51,33,40,45,49,15,72,40,43
"3355","AQP4-AS1",-0.678431021356177,1.87952955127547,1.21832557962913,0.269689508143859,0.68973923196174,26,18,13,20,102,30,50,19,33,4,34,53,35
"3356","AQP5",0.392824455383135,9.07856978195406,0.283530415726851,0.594396538593046,0.887289526348307,7927,8181,4850,6980,4115,7945,4509,5646,352,2669,1616,503,5087
"3357","AQP6",0.622720421550078,1.80973297360197,2.41191811529202,0.12041474213988,0.508129636354128,75,27,45,30,19,21,18,45,17,18,30,21,48
"3358","AQP7",0.982788475201485,4.17859814841685,2.21588630204368,0.136596595465243,0.529921982156995,21,15,46,26,45,14,18,37,313,17,96,70,379
"3359","AQP9",0.307808545072112,1.99822596466769,0.218613051357693,0.640098741677578,0.904205869785535,21,5,29,8,5,20,67,42,34,11,15,17,24
"3360","AQR",-0.153391608961844,6.46181103128435,0.721253061900757,0.395733189510265,0.783839772831387,1229,667,674,694,610,898,715,834,818,238,1042,1211,733
"3361","AR",0.331545921022829,4.36434092921784,1.05663217778243,0.303984565836392,0.720921183562385,104,78,66,79,123,66,98,161,264,34,188,249,276
"3362","ARAF",-0.0423955864334479,4.86206255275012,0.0440801988381416,0.833704473741919,0.959847539105175,364,222,230,216,211,297,239,251,221,111,309,361,220
"3363","ARAP1",0.240551961770064,6.60796137362486,1.11946021770226,0.290034712713794,0.706371691879501,1185,571,508,705,441,912,721,790,1045,390,1557,1592,683
"3364","ARAP1-AS2",0.205512084675245,1.46341376630079,0.282303599632556,0.595195315802271,0.887640199404178,29,12,12,22,14,23,10,24,43,7,38,75,22
"3365","ARAP2",0.00648555498175574,6.21388553116316,0.000525162054795913,0.981716946934512,0.997089091832827,839,534,333,576,270,926,364,639,964,214,1036,732,617
"3366","ARAP3",0.784266952166722,3.54205007160811,10.2082862162616,0.00139811036069211,0.0478582080093711,110,58,46,48,57,43,51,88,140,48,224,275,140
"3367","ARCN1",-0.178449160046916,7.53034448992444,0.842957395549512,0.358552321790043,0.764051063512308,2771,1837,1859,1630,1195,1861,1520,1579,1305,639,1742,1655,1451
"3368","AREG",0.863751132981751,2.51060462033825,1.02645844876094,0.31099193012315,0.726420300206252,24,15,21,15,24,22,64,11,54,9,119,55,14
"3369","AREL1",0.0158292951622353,5.58467108125775,0.00675896836576229,0.934477379477944,0.98567415131569,550,400,346,371,305,541,356,455,464,145,630,802,413
"3370","ARF1",-0.240805640316961,7.44694941739009,1.30427657241623,0.25343353360776,0.675674256753075,2873,1530,1771,1526,1556,2225,1635,1711,1163,677,1386,1460,1136
"3371","ARF1P2",-0.615461188848979,-0.00311394093028069,0.831181186243434,0.361931198945888,0.766515449376541,6,0,1,3,15,7,1,4,8,0,5,23,4
"3372","ARF3",0.303550183128563,5.92754875103218,1.95957830411407,0.161558425260485,0.568082383589202,787,499,463,506,314,714,529,675,464,209,690,1000,524
"3373","ARF4",0.0164223267011606,6.99925217925278,0.00424652958796301,0.948042307941012,0.988783815909286,1587,1144,1300,1010,1245,1291,962,1162,1020,418,1217,1299,1050
"3374","ARF5",-0.133717412967063,5.17940040256937,0.378255639420455,0.538538270162185,0.859241806416809,545,287,218,305,281,367,251,283,320,97,485,379,267
"3375","ARF6",-0.0469618961455269,6.31423072076523,0.0731704377781366,0.786775349929868,0.947342051113471,1111,625,571,739,493,790,606,713,683,266,941,880,610
"3376","ARFGAP1",0.121001584084948,5.99603509618175,0.22975294562945,0.631707076101518,0.899808636972429,876,447,525,575,344,591,439,506,507,211,948,704,606
"3377","ARFGAP2",-0.304509965020461,6.90753445401338,1.94942325849031,0.162649013672327,0.570479142779362,2093,1060,1046,1149,621,1089,1063,924,867,292,1302,1073,923
"3378","ARFGAP3",0.00290005746531222,7.1538715787433,0.000174403254739275,0.98946329719437,0.999004261745067,2234,1460,1500,1256,1011,1442,1240,1226,697,416,1271,884,1208
"3379","ARFGEF1",-0.128836084947509,7.31041785973729,0.58126285667666,0.445817746746595,0.814233717889934,2102,1250,1185,1396,1184,1316,1194,1243,1438,451,1845,2534,1429
"3380","ARFGEF2",-0.166228543801126,7.50664079268601,0.824460928749719,0.363879115186894,0.767131584131087,2326,1429,1447,1435,982,1722,1374,1424,1316,453,1710,2241,1298
"3381","ARFGEF3",0.096218830794929,8.66896505984564,0.0483746759850732,0.825915984791267,0.957268490578888,4633,4269,4770,3409,2830,4667,5040,3511,593,1106,1422,1392,3010
"3382","ARFIP1",-0.0961451410344354,5.64691280139073,0.187951380845675,0.664627162853778,0.911767211579852,713,487,343,416,343,497,368,403,498,110,736,588,462
"3383","ARFIP2",-0.195325252221958,6.12505659543445,0.752796491842879,0.385592286682623,0.778702213398051,1087,706,879,703,606,723,671,665,359,219,553,424,500
"3384","ARFRP1",-0.247936892196299,5.68248814993608,0.830634425344442,0.36208914244974,0.766515449376541,856,363,371,422,303,385,378,331,425,115,725,652,460
"3385","ARG1",0.0036234136261702,0.782897402333218,9.92664039625168e-05,0.992050606029547,0.999059373462988,13,9,10,10,6,8,13,11,10,2,11,25,22
"3386","ARG2",-0.133283585884298,2.83707967396288,0.0953823654081702,0.757442969213839,0.938561430415359,29,31,52,27,88,52,58,45,30,22,51,73,59
"3387","ARGFXP2",-0.506470651844639,0.603757358430134,1.23616781150947,0.266210890212884,0.687878602898738,23,7,10,12,8,3,6,4,16,3,14,36,19
"3388","ARGLU1",-0.0405873066192341,7.01505009577512,0.0449089009720929,0.832171629255775,0.95898883779342,2005,1049,825,1017,824,1266,916,1079,1198,445,1980,1559,1135
"3389","ARHGAP1",0.093817727112816,5.18573066088099,0.129858766882615,0.718578519180623,0.927357663978841,373,247,246,185,246,293,261,244,333,110,475,950,286
"3390","ARHGAP10",-0.0723461861996789,5.17327870540821,0.0737571685859315,0.785942895052926,0.947143437476035,327,156,196,180,289,152,190,180,419,66,472,540,385
"3391","ARHGAP11A",-0.72721082270061,2.21034593975173,3.65180194035192,0.0560085842666969,0.356105730145802,34,21,20,22,14,43,14,24,44,4,68,63,44
"3392","ARHGAP12",0.0399790927105813,7.15683249926847,0.03127231902746,0.859634216568457,0.966444618378376,2563,1100,1266,1281,1313,1350,1131,1271,1241,512,1596,1618,1288
"3393","ARHGAP15",-0.139899496176192,4.46722784008104,0.133402636735717,0.714929831032157,0.926253193833792,118,83,55,77,78,257,70,164,371,52,371,290,138
"3394","ARHGAP17",0.013837378459396,4.95065751336208,0.00194947590314243,0.964782549914287,0.992960784407727,179,136,147,151,160,226,218,234,265,93,296,699,276
"3395","ARHGAP18",0.0917954992942077,6.41436036319125,0.151570561235976,0.697038969363353,0.920530064389134,1043,687,528,603,647,810,731,637,1016,240,1237,993,805
"3396","ARHGAP19",-0.178917386301225,4.19388851141695,0.559872672528961,0.454311549283571,0.818196875138247,260,149,140,157,117,141,111,167,156,57,239,217,158
"3397","ARHGAP20",-0.182657733859911,3.54522357182387,0.256704444977437,0.612393339356854,0.891988357800513,104,50,80,71,106,48,32,50,150,19,199,208,112
"3398","ARHGAP21",-0.0526596663173226,7.2234110584602,0.0497989420966363,0.823413499399768,0.956374782978523,1816,1285,1345,1156,987,1789,1527,1446,953,431,1173,1742,1204
"3399","ARHGAP22",0.790773223145212,2.87997610148974,5.4396972816988,0.0196840806625682,0.212677658768652,82,47,23,31,40,48,24,64,90,28,182,122,68
"3400","ARHGAP23",1.07931250953638,3.60118643662229,13.0170922345684,0.000308660717769561,0.0186584934802463,78,34,48,33,42,70,48,107,126,47,140,335,158
"3401","ARHGAP24",0.063039045709976,5.2510502996582,0.0678040480845752,0.794561332653739,0.949737899133887,524,191,120,180,174,282,175,263,338,84,440,574,273
"3402","ARHGAP25",-0.0613982061229778,4.34075370946198,0.0271658467334497,0.869085149821531,0.968417563162313,165,76,48,92,79,254,73,200,310,53,323,309,89
"3403","ARHGAP26",0.0495814638456674,6.32895178421201,0.0191409698659726,0.889963104625385,0.975345028092228,692,426,713,467,502,783,970,716,682,211,804,1209,695
"3404","ARHGAP26-AS1",-1.11010478302921,0.887788346338758,1.73033983287025,0.188367503577486,0.605000892244992,6,4,13,5,9,6,24,5,15,3,6,17,7
"3405","ARHGAP27",-0.0346644129399916,5.33034521847977,0.0314224532334126,0.859301187325638,0.966343342580283,633,269,271,345,271,321,308,375,441,139,635,631,362
"3406","ARHGAP27P1-BPTFP1-KPNA2P3",-0.00242375895462319,0.53752169302268,4.99662017539038e-05,0.994360058316496,0.999059373462988,16,9,12,15,5,10,9,8,16,8,15,28,8
"3407","ARHGAP28",0.313050485865975,2.82160157928215,0.612039607939202,0.434020893639049,0.806860181187293,74,34,24,17,43,19,12,33,72,17,125,160,79
"3408","ARHGAP29",-0.502446516769138,7.4011277832143,2.69919275940857,0.10039906869495,0.469158054089559,1613,1528,1076,1272,1023,1079,1170,886,717,462,1326,1073,1264
"3409","ARHGAP30",0.148860244533525,5.09834663749846,0.170160682987927,0.679969043109203,0.916356250103894,297,153,76,162,98,376,141,274,562,114,641,501,187
"3410","ARHGAP31",0.290503394978318,5.22093575796777,1.47458585663782,0.224623540343194,0.647718279011952,334,182,160,121,151,209,242,291,468,129,506,888,383
"3411","ARHGAP32",0.0389289443471575,6.46953101956536,0.0187269100198542,0.891152285197069,0.975699605490303,951,602,710,589,785,728,890,730,553,236,632,1415,650
"3412","ARHGAP33",0.349844101306088,2.20507921991502,0.831993476909027,0.361696727088079,0.766515449376541,39,23,22,28,25,18,22,24,43,11,91,113,44
"3413","ARHGAP35",0.0175756326241967,6.83406377615911,0.00827204323590713,0.927531705763233,0.983945598552548,1701,809,938,873,741,934,996,979,852,343,1191,2306,938
"3414","ARHGAP39",0.748407522079427,2.53534462657202,4.14304436737601,0.0418059192986182,0.310922844931027,76,31,49,45,35,30,26,51,40,26,78,107,53
"3415","ARHGAP4",0.182799404872764,5.04053722686498,0.213638869132641,0.643930123815708,0.905846370223651,284,130,80,169,91,325,137,244,465,114,686,482,160
"3416","ARHGAP42",0.0464106162585416,4.68093167866526,0.0300681225034616,0.862335750267057,0.9678106463868,270,157,205,173,186,195,182,193,345,66,377,493,227
"3417","ARHGAP44",0.16360165131343,4.34775358496152,0.247687640277288,0.618708007849229,0.894075406802572,242,176,102,187,74,262,146,142,110,75,200,154,184
"3418","ARHGAP45",-0.10525196838253,5.74986344312843,0.0665412473501164,0.796440940812999,0.949844423432291,657,298,120,267,152,619,259,445,741,152,1032,656,250
"3419","ARHGAP5",-0.00652736639052261,8.61076446153487,0.00118271751919252,0.972565631030306,0.99517696132472,6621,3169,3278,3160,2519,3908,3537,2946,2308,993,3941,5054,3169
"3420","ARHGAP5-AS1",0.120831534650931,2.36673959802889,0.174973284535696,0.675729192552732,0.91496541904158,103,51,47,53,23,51,51,38,24,16,42,46,37
"3421","ARHGAP6",0.782340203956267,3.13363817905794,5.89512967318547,0.0151828116134288,0.184733692942204,64,20,24,35,57,37,56,78,116,23,141,223,88
"3422","ARHGAP8",0.429285081882847,3.75782630305795,0.987446722777793,0.320367219448514,0.734970960940369,219,29,82,139,114,81,133,110,54,38,93,98,96
"3423","ARHGAP9",0.109031459481572,3.76925372492935,0.0807761692477129,0.776248313072308,0.944453237882696,101,58,34,63,45,178,47,115,243,44,259,180,75
"3424","ARHGDIA",0.176934680326113,4.70958965006648,0.230386737093209,0.631237216945537,0.899519272892491,183,101,193,138,126,355,275,312,200,71,282,487,154
"3425","ARHGDIB",-0.314806816237564,6.17684096983499,0.913449538559838,0.339200808304712,0.749888842886126,689,403,471,519,545,1054,557,782,1032,234,943,805,339
"3426","ARHGEF1",-0.173747957149815,5.63564950948175,0.43221996484283,0.510901651053456,0.846256099886318,456,213,265,263,222,485,288,357,583,131,769,804,342
"3427","ARHGEF10",0.718006199549508,2.29709197985859,3.76862475586703,0.0522225531617205,0.34390799247692,35,23,31,27,53,16,41,37,44,26,69,123,59
"3428","ARHGEF10L",0.253802342876544,6.42159457558847,0.889563787736883,0.345595544652746,0.754302479373773,1364,546,732,850,565,770,586,567,616,264,1200,1334,852
"3429","ARHGEF11",0.303031909516441,6.05692388999912,2.42878528621898,0.11912517669098,0.50569082476632,832,469,500,531,316,536,485,569,617,234,911,1241,579
"3430","ARHGEF12",0.0550533040550693,8.31992857709422,0.103837777368593,0.747271871256225,0.936262990073602,4784,2675,2616,2931,2273,2677,2428,2586,2691,909,3905,5571,3053
"3431","ARHGEF15",1.005486165271,2.85847826246841,5.86150282099638,0.0154755751284287,0.185966209432873,49,28,18,8,15,34,20,45,43,34,76,123,126
"3432","ARHGEF16",0.385228663653871,4.79983520319112,1.25071480410459,0.263415997485564,0.684807473550968,444,245,271,296,233,281,252,295,242,79,320,576,276
"3433","ARHGEF17",0.715280509832769,5.23109150567139,7.37120992834136,0.00662763259316935,0.115521785287425,381,164,201,185,173,227,221,261,333,131,685,1120,405
"3434","ARHGEF18",-0.0467822264939925,2.2793208611689,0.024361820015482,0.875967807419556,0.970252807141073,56,25,24,32,20,60,40,41,40,20,55,71,38
"3435","ARHGEF19",0.315871385480265,4.23952634812703,0.556193309550988,0.45579809513314,0.818450975252842,365,192,160,216,184,111,97,98,147,77,326,302,178
"3436","ARHGEF2",0.238721433962137,5.95432071254323,1.35158008698691,0.245002073734502,0.667845565026284,732,292,325,367,348,481,318,507,798,233,910,1166,558
"3437","ARHGEF25",0.522918533817136,3.84363847023094,2.27140405632787,0.131780465575029,0.522602173351184,213,94,96,133,106,78,57,101,165,47,310,270,120
"3438","ARHGEF26",-0.0217352848333528,4.23854048355922,0.00310623915611075,0.955553996520252,0.991221225349545,208,99,144,128,158,136,234,151,187,32,187,338,149
"3439","ARHGEF26-AS1",-0.713573984290069,1.94163392100359,3.13128867914645,0.0768030070520825,0.414394520958171,54,41,45,59,51,58,59,38,19,11,18,21,31
"3440","ARHGEF28",-0.144074295391899,7.46776374276596,0.412325901924357,0.520791323977578,0.850395734895912,3196,1782,1608,1991,1808,1873,2059,1614,840,523,1307,1745,1777
"3441","ARHGEF3",0.0132726526475766,5.43496967684104,0.0035998224240501,0.952156813292248,0.990039980276898,530,278,241,392,344,463,395,412,400,134,489,608,445
"3442","ARHGEF33",0.445893378853055,1.26622677875914,1.39963012217531,0.236785510046369,0.660521371193263,33,15,11,19,4,16,12,17,31,11,33,53,31
"3443","ARHGEF34P",1.09413255922959,1.01493019878569,6.40014038368928,0.0114111340323819,0.157929459732785,20,16,10,5,10,8,21,17,19,10,33,28,29
