"","gene","logFC","logCPM","LR","PValue","FDR","s04_SMG","s07_SMG","s09_SMG","s12_SMG","s14_SMG","s17_SMG","s23_SMG","s01_SMG_IR","s02_SMG_IR","s21_SMG_IR","s27_SMG_IR","s30_SMG_IR","s31_SMG_IR"
"7173","EVPL",0.804818715157208,4.7093334962135,2.18262931998673,0.139575830194409,0.533618629547561,441,197,238,278,145,218,254,230,175,80,275,364,227
"7174","EWSR1",0.185885187735482,7.20374144256211,1.29662271356924,0.25483104653974,0.677325366332004,1836,990,983,1192,813,1315,1163,1434,1478,522,1923,2305,1152
"7175","EXD2",-0.195850305262166,5.57643229535619,1.23028159515476,0.267352281511403,0.689412225989174,790,517,408,474,300,534,395,417,301,128,489,477,383
"7176","EXD3",0.0512664503947629,4.45941396058285,0.0281553598740523,0.866744092331359,0.968255036072836,302,115,165,173,115,165,129,124,198,47,370,376,246
"7177","EXO1",0.350478429016406,0.509718023653779,0.497113124865532,0.480771343920044,0.830214507934518,2,5,1,4,4,6,2,8,8,1,29,21,14
"7178","EXO5",0.339970329684794,1.97254271157393,1.01003505451877,0.314894441181364,0.729739063879627,43,13,18,28,16,38,23,24,36,8,63,75,50
"7179","EXOC1",-0.196990910674661,6.12173155951914,0.79319833343272,0.373134768500451,0.772371723495008,1101,631,481,636,410,585,517,574,673,172,1128,815,711
"7180","EXOC2",-0.104335836167998,5.25393300406456,0.280863171798531,0.596136020760948,0.887850134664832,474,255,275,277,273,381,225,321,481,103,497,536,358
"7181","EXOC3",-0.30632046345073,6.02467595366641,1.77841019967416,0.182344665993798,0.598068897883758,1019,636,496,564,349,665,531,497,472,202,641,786,485
"7182","EXOC3-AS1",-0.267690621323687,1.2425030657363,0.443710561766117,0.50533694097943,0.843178890487995,33,17,19,20,14,20,25,22,28,5,34,13,21
"7183","EXOC3L1",-0.0725805698200245,1.82338713873345,0.0461745731502834,0.829858776155122,0.958322572301305,56,27,9,24,14,19,18,25,27,11,54,56,34
"7184","EXOC3L2",1.41030651112393,1.213033640988,6.77268314604364,0.00925635708618182,0.139499100831767,18,7,3,15,9,24,4,21,29,6,37,109,21
"7185","EXOC3L4",0.0120425380506358,1.35922519708498,0.000610727170403891,0.980283969643058,0.996768656074498,21,9,3,11,3,18,4,21,50,6,43,37,16
"7186","EXOC4",-0.184692476314246,6.88652826371171,1.48220890870006,0.223429237611006,0.646524178322085,1598,987,863,996,822,1053,869,863,1117,316,1419,1577,1029
"7187","EXOC5",-0.0731680572393983,6.0948860628764,0.127331301902013,0.72121524382042,0.927903271387018,872,519,480,490,414,642,514,602,670,177,1004,1005,588
"7188","EXOC6",-0.220409291751211,4.60585174651982,0.65398219750136,0.418692527785552,0.797939329914558,317,205,190,177,99,249,138,186,220,76,285,241,228
"7189","EXOC6B",-0.00769318773869514,5.58848591387663,0.00143678608832332,0.969763457377985,0.994260008265458,567,303,359,348,412,389,315,348,465,135,582,932,459
"7190","EXOC7",-0.103097486669043,6.63994645834048,0.411683269918885,0.521116378173824,0.850395734895912,1427,791,897,929,659,890,826,819,790,303,1184,1365,819
"7191","EXOC8",-0.386189149359217,5.13845346746367,3.54366967958838,0.0597730805350391,0.367925418038024,561,308,296,259,197,281,272,238,325,85,465,456,282
"7192","EXOG",0.139710914325927,3.22642660310502,0.372537724311701,0.541624230111099,0.860988145507916,72,41,45,64,54,80,51,73,108,24,153,218,103
"7193","EXOSC1",-0.464901549986331,4.37363137636265,4.17385891713456,0.0410521978561726,0.308558620923493,346,164,184,169,175,232,145,164,149,65,210,222,147
"7194","EXOSC10",0.0555788937538075,5.52411753731647,0.0737043512614424,0.786017686456732,0.947143437476035,619,315,300,343,302,470,344,411,478,133,641,613,377
"7195","EXOSC2",-0.0597118312073081,4.68350165147514,0.0599548481687719,0.806567319038308,0.951946143174495,494,212,214,217,145,196,141,156,212,84,355,303,227
"7196","EXOSC3",-0.105732164579377,4.16338873429059,0.219526181528048,0.639401181635071,0.903796069677207,272,135,129,162,96,149,104,156,171,50,211,233,164
"7197","EXOSC3P1",-0.218613287445686,0.31617129529179,0.129834509012106,0.718603687345247,0.927357663978841,15,3,7,10,14,6,7,7,5,0,8,19,9
"7198","EXOSC4",-0.571172196691505,3.48256869183399,3.78073654123785,0.0518458339302902,0.342789210507185,213,111,85,80,101,126,95,82,61,27,105,67,67
"7199","EXOSC5",-0.7143963984431,2.72515412246127,4.27744909719499,0.038621268963882,0.299598084155962,144,55,56,56,58,61,32,41,41,12,80,53,41
"7200","EXOSC6",-0.0926524158369545,5.2239568216165,0.130602163823809,0.717808510118593,0.927357663978841,581,414,292,247,197,249,298,351,269,117,403,421,254
"7201","EXOSC7",-0.251590387604591,4.23027687122018,1.26852193075463,0.260044147904325,0.681953162802854,281,151,142,165,129,107,134,132,197,40,262,273,148
"7202","EXOSC8",-0.336158756949972,4.46595845534226,1.74589033639028,0.186394209550154,0.601922615753354,430,170,132,201,150,170,143,165,214,55,347,267,163
"7203","EXOSC9",-0.109852826980645,4.43367951302047,0.191392397909517,0.661760254798811,0.910703264987169,350,142,142,163,129,178,143,143,230,91,324,259,179
"7204","EXPH5",1.02981817599398,6.63424617994789,7.51452119103198,0.00612035522640142,0.110958636957768,1409,744,867,904,500,1125,1136,1093,523,338,593,1493,979
"7205","EXT1",0.0911970420405354,5.23567798760595,0.191530402007206,0.661645917974407,0.910703264987169,428,206,214,281,321,306,216,328,398,96,539,690,338
"7206","EXT2",0.0753274471383756,6.34269929637452,0.161420542372566,0.687852011525446,0.918931600733499,1113,656,626,683,514,815,563,690,788,200,1271,1092,646
"7207","EXTL1",1.89189285329632,0.217135456402799,6.57555011328888,0.0103389043618963,0.14856945805592,10,2,3,5,1,1,0,4,8,4,9,47,17
"7208","EXTL2",0.266438090171201,4.22324587908457,0.785157856605,0.375568311116123,0.772866398732257,258,133,136,161,169,119,93,136,224,48,349,276,203
"7209","EXTL3",0.0623973207963764,5.453260505632,0.126179472617562,0.722426655083872,0.928391637938034,609,295,342,359,280,433,304,369,398,143,613,648,366
"7210","EXTL3-AS1",-0.109063067715295,0.640774933034136,0.0592516129372811,0.807682730430919,0.952683360584195,17,8,8,5,12,11,18,10,6,2,16,30,16
"7211","EYA1",0.740180899141493,2.20457904675048,2.2547247287543,0.13320714062839,0.525535332834244,8,9,10,6,30,11,12,42,42,4,32,36,32
"7212","EYA2",0.58571991892449,4.8990884755508,5.9310353668652,0.0148764987973308,0.182091336915023,458,280,209,336,233,241,249,289,219,121,267,541,317
"7213","EYA3",-0.0687180175578853,4.89100542246076,0.116863376367753,0.732461628531411,0.932104790491122,444,182,192,209,206,230,191,220,273,100,429,575,250
"7214","EYA4",-0.360507600332827,1.63409900616809,0.590170482226906,0.442353201871697,0.811729403870462,33,18,16,10,17,5,6,14,44,5,35,36,34
"7215","EYS",-0.138076837962799,3.58283300383862,0.282205893964354,0.595259027380054,0.887640199404178,140,63,54,89,63,93,111,97,117,29,116,251,142
"7216","EZH1",0.0420815641969634,5.98884698678249,0.0393472760957909,0.842762254377005,0.962350673365425,1006,432,443,499,368,521,445,558,607,210,901,842,628
"7217","EZH2",-0.160805959330117,2.64223207922293,0.289497137057042,0.590542956973336,0.885191312050475,54,39,25,29,36,54,34,52,63,18,101,137,51
"7218","EZR",0.0307692129496733,7.09493675291086,0.0157943510872052,0.899988733925055,0.977190791919578,1283,795,993,983,904,1098,1186,1169,1227,439,1325,1685,890
"7219","F10",0.583266909445217,2.2306187312888,2.82460995229067,0.0928294416787511,0.453097899057898,46,17,15,25,21,22,19,38,91,16,93,52,42
"7220","F11R",0.0463287994012201,6.6363473113,0.0627286492845709,0.802234046123809,0.951141211725243,1557,971,918,1055,619,980,818,913,636,272,1111,916,976
"7221","F13A1",-0.0442481640155259,6.77964687029386,0.00899114307307158,0.924456499501962,0.983237097097108,800,259,353,637,631,542,412,497,3608,214,2587,3915,318
"7222","F2R",0.393200848603878,4.39856602861765,1.33449162687518,0.248007721927384,0.670414034827796,267,149,153,126,197,165,243,234,255,73,607,652,166
"7223","F2RL1",0.361949437176298,3.6549783221468,1.65775013972639,0.197907369445548,0.61687999636047,169,89,98,92,117,110,85,86,67,36,122,124,93
"7224","F2RL2",1.70514541076927,2.65455140234943,14.5634801993821,0.000135515638279303,0.0108674798955596,60,33,20,26,21,36,35,63,74,31,168,344,58
"7225","F2RL3",0.189661402075648,1.20395730738846,0.115694623784528,0.733751759573275,0.932169484609438,28,10,20,6,6,8,17,12,12,2,28,52,34
"7226","F3",0.489487597092094,6.07692878299378,1.49741797887019,0.221069075838682,0.643439452697161,749,512,451,355,506,326,701,453,937,201,1246,541,619
"7227","F5",0.313522899677559,2.60338299118271,0.367849701989222,0.544178704112426,0.862085874413568,37,23,28,59,101,24,90,112,53,39,49,59,115
"7228","F8",-0.430716950571705,5.07768400546544,0.935622685219865,0.333406123308097,0.744028386484675,473,271,138,163,139,220,210,230,171,95,370,341,366
"7229","FA2H",0.653491357229492,2.08623639442067,2.86830405396133,0.0903400216149534,0.447282623858241,69,31,33,34,34,36,38,56,24,13,21,68,33
"7230","FAAH",-0.21191277927652,4.75128799456052,0.455493002174617,0.499737892052961,0.839992156621813,581,278,223,258,202,290,217,206,161,84,276,186,237
"7231","FAAH2",-0.0513617273540079,4.09444101491601,0.0265812368086955,0.870488883824764,0.968764400413089,324,155,161,184,116,191,130,139,130,34,139,156,154
"7232","FAAP100",-0.103037313952122,4.89243252549023,0.184876050914024,0.667215899196773,0.911802987977695,454,192,224,255,204,258,189,216,264,95,437,394,297
"7233","FAAP20",0.0474652235811653,4.00479431168862,0.0372037654841861,0.847050774076612,0.963018980596931,256,96,98,103,67,145,145,121,138,58,235,287,152
"7234","FAAP24",0.211859757007889,1.00860845188815,0.30730723624945,0.57933729263411,0.879750881337127,31,11,6,13,13,16,9,16,18,5,17,16,23
"7235","FABP3",-0.188614060300887,3.43584050594048,0.201557060549899,0.653466956233384,0.907579794507596,77,148,74,97,84,122,119,188,81,23,95,191,103
"7236","FABP4",0.463901096224973,7.95991318254541,0.359807260234028,0.548613297710233,0.864523454357172,183,117,719,222,793,123,213,555,4679,126,930,559,3634
"7237","FABP5",-0.311508330198701,0.241335496730937,0.33594924063015,0.562176781768253,0.870625434963948,9,0,6,4,2,1,8,6,11,1,14,16,11
"7238","FABP7",2.98075635085134,2.86775613315636,5.50156983472328,0.0189994100427841,0.208993510470625,24,11,21,27,32,10,14,23,108,5,338,176,21
"7239","FADD",0.465224396177166,2.08791609045244,1.5974207461732,0.206269111911554,0.627385551531379,80,38,21,50,12,41,17,39,50,15,81,59,55
"7240","FADS1",0.359807028005852,4.17963113766523,0.85502523760179,0.35513459856173,0.761257839194053,110,56,38,64,64,56,46,89,410,23,279,328,140
"7241","FADS2",-0.241325928541411,3.73388688188059,0.362784492514663,0.546963851856548,0.864193256349486,76,36,29,100,90,100,50,59,184,27,184,373,91
"7242","FADS3",0.670755098841709,4.59282229384165,3.11307439233892,0.0776662300038541,0.415810470377051,140,73,76,63,113,94,82,99,392,72,274,239,367
"7243","FAF1",-0.297653428493453,6.03028386510764,3.3150413866469,0.0686485922382587,0.393907444441572,996,523,580,542,485,649,511,553,464,179,674,728,486
"7244","FAF2",-0.120186929730128,5.75905106476864,0.419651695418828,0.517110892646739,0.84836181351215,757,407,410,442,380,498,347,441,513,133,659,714,431
"7245","FAH",-0.0254825406536328,4.40320949596709,0.00701855968722498,0.933233858636604,0.985482862137126,195,75,125,105,104,103,104,125,314,41,228,236,250
"7246","FAHD1",-0.164045790215754,3.7675094713753,0.457573401905448,0.498760235911377,0.839313850202613,181,146,81,93,99,153,88,98,122,36,179,150,120
"7247","FAHD2A",-0.474380381331643,5.37484926952573,3.03288500686192,0.0815928177556717,0.427097868178336,774,390,393,444,370,618,316,317,148,127,230,190,321
