"","logFC","logCPM","LR","PValue","FDR"
"AP005131.3",-0.192575098210923,0.311333983809414,0.196554777145874,0.657516221137199,0.93190108590187
"SMIM19",-0.0855825387482729,4.96689832543125,0.196535639521446,0.657531830587647,0.93190108590187
"AL731569.1",0.167841501955112,1.04418912086334,0.196479055943268,0.657577987850731,0.93190108590187
"FYB1",0.167516600344125,5.10634890206266,0.196455092378063,0.657597538191213,0.93190108590187
"JRK",0.0766452009041281,5.17192650561386,0.196318178646889,0.657709264718051,0.931975399419124
"UBL3",0.0664203585332439,6.15517382096531,0.196216913713904,0.657791930532149,0.931975399419124
"AC009948.3",0.168438961873554,0.470565959308484,0.196212649491471,0.657795412113579,0.931975399419124
"PSMA6P1",0.275560153732602,0.967439388590795,0.19613002247543,0.657862882981755,0.931975399419124
"CTAGE7P",0.164578879485019,0.75735651464364,0.196093669780151,0.657892572942412,0.931975399419124
"JHY",0.12688559423469,2.20083094125111,0.196038619110977,0.657937540173152,0.931975399419124
"GABARAPL2",0.0663852120978153,5.32396136749842,0.195989087146019,0.657978005995772,0.931975399419124
"CNPY4",0.119465009356705,3.09804941927643,0.195909020536707,0.658043430452324,0.932000855723204
"MIR205HG",-0.295818853744923,6.2442979277865,0.195817467973974,0.658118259968936,0.932000855723204
"LGALS8",0.0833203868494004,5.76291899344191,0.195795075191027,0.65813656565651,0.932000855723204
"RN7SL141P",-0.201011765472124,0.579316233514989,0.19572167628748,0.658196576685387,0.932006406969405
"TSC22D3",0.212368835711514,7.85453861548248,0.195675654277892,0.658234211197318,0.932006406969405
"TNPO3",-0.0596153385110321,6.07043409153186,0.195473248449423,0.658399791466349,0.932174489405763
"KDM1B",0.0822295302071476,3.98048246256187,0.195213461680416,0.658612463081802,0.932323529567047
"HACD3",0.0717222349780863,6.3839655778057,0.195142565116495,0.658670531158432,0.932323529567047
