"","logFC","logCPM","LR","PValue","FDR"
"PITX1",-0.523261004010713,5.6264934779974,2.6606731911224,0.102857193813615,0.520250221405184
"TMEM135",0.316938611046062,5.72961121144677,2.65963458052644,0.102924377583272,0.520457671338954
"SHKBP1",0.346896446969079,3.88036663987529,2.65812262348692,0.103022266186765,0.520820241464763
"PCDHB19P",-0.727001696137855,0.194494977157706,2.65745973064769,0.103065215967297,0.520904959379317
"AC025280.2",-0.879971367517154,-0.0981354290395625,2.65457886868003,0.103252098934845,0.521716906406552
"TCTN1",0.263633245312783,4.94162004808865,2.65303556432913,0.103352366407771,0.521907064519494
"PTPRQ",-0.932135551266497,1.60816513848234,2.6527719036728,0.10336950692502,0.521907064519494
"AC007292.2",-0.532004872254331,0.96453108546321,2.6524202646397,0.103392371738404,0.521907064519494
"VCPIP1",0.259113780716996,6.4041291294693,2.65238443157522,0.103394702041774,0.521907064519494
"AC122688.3",-0.545352848836835,2.84674299748729,2.65152220759566,0.103450791711924,0.522038974741796
"WDFY4",0.667811214896078,2.19086563734284,2.65104377991955,0.103481928910239,0.522038974741796
"BX470102.1",-0.904067901315009,1.12468429120098,2.65077261483495,0.103499581526896,0.522038974741796
"AC027307.2",-0.527290703342628,0.785875675754333,2.64848565256314,0.103648592042143,0.522439538493197
"MYL12A",0.299398364501587,6.80287056044674,2.64841688974933,0.103653076023787,0.522439538493197
"AC008833.1",-0.648686152683228,0.342951099900956,2.64834437877546,0.103657804650752,0.522439538493197
"AIFM3",0.50747005165981,1.4807627771022,2.64654276641216,0.103775368291723,0.522833933587278
"TRAFD1",0.25862648505309,5.03052762467751,2.64611070026634,0.103803584329342,0.522833933587278
"CBR4",0.290739285436922,5.45685550441362,2.64593709821657,0.103814923759863,0.522833933587278
"AL133245.1",-0.584690670835501,0.759280410604907,2.6452542616365,0.103859538802263,0.522926204480861
"ADAMTSL4",-0.46599309748226,5.27025752702333,2.64445481033974,0.103911799875305,0.52305691620351
"CES4A",-0.358255134043326,4.19239647257622,2.64342403151128,0.103979225606615,0.523151416525372
"LDHAP4",-0.833337252909875,0.104963017500255,2.64297877084334,0.104008365998086,0.523151416525372
"APOBEC3H",0.814011258188043,0.0400440370195531,2.64265025150839,0.104029871905959,0.523151416525372
"CRY1",-0.47704589612871,4.43695475628786,2.64255981438442,0.104035793059023,0.523151416525372
"IGKV1D-42",0.82417632510007,0.436519313767875,2.64131275406031,0.104117478977892,0.523183537146748
"LINC01187",-0.750415876629207,0.790725277340186,2.64119711626121,0.104125057133184,0.523183537146748
"AP4B1",0.343275440833342,3.80799819726,2.6409371130902,0.104142098269687,0.523183537146748
"FGF2",0.57031147897263,5.3362558534299,2.64085613052544,0.104147406655469,0.523183537146748
"ZCCHC3",-0.299300350589623,3.87628507469838,2.63859901941328,0.104295478995863,0.523537405766869
"SERP1",-0.355419309218827,8.68289838096245,2.63850422214679,0.104301702985749,0.523537405766869
"SLC9A8",-0.269571454331433,5.09911394559784,2.63842879963918,0.104306655201044,0.523537405766869
"CEP70",-0.294202620560164,4.88070933981808,2.63817766341722,0.104323146573517,0.523537405766869
"TMEM132E",-0.765689945939427,0.36604952530206,2.63774358151978,0.10435165818191,0.523548379899553
"PMP2",-0.692123376518283,3.25650845815417,2.63723909697617,0.104384804740491,0.523582596892529
"TRAF3IP3",0.650755604627185,3.84370331385053,2.63643100172797,0.104437923715728,0.523716950796367
"PACSIN2",-0.343491691801106,6.46612302942482,2.63577734427935,0.104480912607774,0.523740580425329
"IGHV3-33",0.754300222450701,4.42068267501286,2.63553896795341,0.104496594654754,0.523740580425329
"AC117382.1",-0.549744583715737,1.63677774465699,2.63458829758661,0.104559161993123,0.523740580425329
"VAMP2",0.313273213931914,3.41628901636356,2.63428774836896,0.10457895085091,0.523740580425329
"AQP3",-0.594685432008527,8.08536215233643,2.63405038538757,0.104594582280072,0.523740580425329
"PFKFB1",-0.844718267847195,1.63063177941381,2.63294885782678,0.104667156376717,0.523740580425329
"AC024075.3",-0.511076218957749,1.05571494004745,2.63285440933574,0.10467338167904,0.523740580425329
"PAK6",0.737409588503051,0.803653510409101,2.63267831001157,0.104684989845956,0.523740580425329
"ACSL6",0.628846146886185,1.18791867770549,2.63256839195047,0.104692236171873,0.523740580425329
"AC007342.1",0.713166139533743,0.351614113561288,2.63225721943786,0.104712753136903,0.523740580425329
"CGN",-0.481075663934164,5.60915952679828,2.63196058895333,0.104732315383726,0.523740580425329
"GREB1",0.631285314209764,1.65627665083458,2.62980384807955,0.104874669019315,0.524320617761723
"OXNAD1",0.289958319834911,4.85795833295096,2.62892452441841,0.10493276877188,0.524479242356158
"PLCE1",-0.38181872143734,5.42993315731129,2.62752456316441,0.105025341520717,0.524771134818729
"LINC01176",-0.519078631990861,1.51838918513125,2.62689472125808,0.105067019142845,0.524771134818729
"EEF1A1P10",-0.638982565211417,0.643849094729204,2.62664218845215,0.105083734722907,0.524771134818729
"NIFK-AS1",0.409005100999929,2.34156180274088,2.62644614639835,0.105096713092468,0.524771134818729
"SFXN3",0.309461577120915,4.63169818382218,2.62583650443261,0.10513708381611,0.524840944511747
"ALDH3B1",0.343079264342468,3.33840590116754,2.62452031440655,0.105224300389117,0.525144513460165
"ANKRD26",0.308973385322514,5.12748131030206,2.6225990545015,0.105351753957986,0.525442054746906
"FAT2",-0.81296830024752,6.9594116021619,2.62213363694244,0.105382654531074,0.525442054746906
"BLACAT1",-0.705440576087919,0.858885599913573,2.62154806816277,0.105421546444694,0.525442054746906
"FAM184A",-0.371309943875569,4.37772201333585,2.62152200707763,0.105423277717977,0.525442054746906
"AC079331.2",-0.859416453254636,0.373274162575026,2.62079379748259,0.105471666274779,0.525442054746906
"MSH3",0.265623053644001,5.15004787313349,2.62041353130964,0.105496944130684,0.525442054746906
"MIR23B",-0.59817271889333,0.39817508695796,2.61950726767018,0.105557213978406,0.525442054746906
"APOL6",0.358330414618856,7.55495301314289,2.61932858332117,0.105569101595488,0.525442054746906
"RGMA",-0.408845663527522,4.08258022401735,2.61914319666156,0.105581436659056,0.525442054746906
"TBC1D2B",0.256426644235486,5.58134972760166,2.61899086333919,0.105591573636822,0.525442054746906
"AC110771.1",0.613138553298335,0.369875407093909,2.61884368939864,0.105601368298356,0.525442054746906
"COA3",0.282884421378226,4.70432912223455,2.61858232827508,0.105618764754936,0.525442054746906
"ZNF696",-0.404654740980207,3.26079936228077,2.61845291082411,0.105627380072311,0.525442054746906
"HSPA2",-0.587347244384971,4.67820458216747,2.61724120744348,0.10570808053016,0.525712004397057
"TNS2",-0.385834917034804,6.39117530332863,2.61680027215829,0.105737463961222,0.525726670815195
"MIR600HG",0.342535208298431,4.43993450682226,2.61464196880654,0.105881420121237,0.526310843132006
"SGK3",-0.31860651818488,3.18412120787886,2.61395157621311,0.105927513805182,0.526387918089862
"AC005154.1",-0.318965425133995,6.27028292642667,2.61331361888573,0.105970126237397,0.526387918089862
"LMCD1-AS1",0.533020409174122,1.46553554696734,2.61322078517761,0.105976328641985,0.526387918089862
"MYLIP",-0.35287737534125,5.47326676237676,2.61275946469161,0.106007156285508,0.526409569090185
"NAPSB",0.61680048325192,2.96783234675932,2.61161232954169,0.106083855985587,0.526574196125342
"BMP2K",0.370293799190414,4.78443125955463,2.61146981741375,0.106093388874273,0.526574196125342
"CLECL1",0.794032112204754,1.19528398233327,2.61107596203374,0.106119739444407,0.526574196125342
"HLA-DQA1",0.77070080236075,6.32831355298668,2.6104322811602,0.106162819835188,0.52665656295391
"OAT",-0.312206736466814,8.15255748148692,2.60899922345364,0.106258800684046,0.526905907964309
"PPA1",0.291941533856201,6.399327323514,2.60876464524559,0.106274520917961,0.526905907964309
"HNRNPUL1",-0.317539550888531,6.64775899443513,2.60849545983156,0.106292563493202,0.526905907964309
"AL606834.1",-0.514207685914958,1.01775380257888,2.60723818485472,0.106376878827014,0.527192466013371
"ANGPT4",-1.06500021956187,0.381168966190282,2.60622542765651,0.106444849664271,0.527326639270687
"EPB41L2",0.266829744400345,6.61070014538384,2.6060447329469,0.106456981932412,0.527326639270687
"AL391988.1",-0.764153335784795,1.51551888976921,2.60490058226853,0.106533838120827,0.527575939379236
"AL513550.1",0.376988152823997,2.74898615427773,2.60446179256825,0.106563329146181,0.527579476208959
"BCL2",0.303326896854121,6.15052862018097,2.60407561743123,0.106589291359654,0.527579476208959
"EIF3J",-0.291417210439213,5.6782124575812,2.60370617861187,0.106614134899628,0.527579476208959
"RPS13",0.304213077699884,7.41711715640889,2.60317992851847,0.106649534449292,0.527623368439683
"SNHG1",0.339403781660688,5.18768400339189,2.60239311453523,0.106702485545464,0.527623883289298
"NPAS2",-0.544599842265141,4.02256535554529,2.60238995790957,0.106702698038493,0.527623883289298
"LINC00884",-0.594330250639794,0.376983120217739,2.60102014507589,0.106794952889452,0.527742175537563
"AC009318.3",0.55244949684708,0.622941886178279,2.60085735812455,0.106805922164327,0.527742175537563
"ALDH7A1",-0.475748299859696,5.87757216024809,2.60076395153835,0.106812216854227,0.527742175537563
"RBMS1P1",-0.775858675208122,0.152811637019868,2.60045910424634,0.106832763410812,0.527742175537563
"SRRD",-0.275767264465541,3.73048633305672,2.60002972265045,0.106861710873799,0.527754086381454
"R3HDM4",-0.323696428647829,4.47654471458531,2.59859512128962,0.106958489301687,0.528063431791501
"LINC00607",-0.689638179742161,1.17888652625156,2.59831419239474,0.106977452065967,0.528063431791501
"SPATA9",0.620823360764531,0.842863705750709,2.59570378208095,0.10715383186694,0.528580542802459
"IGLV2-34",0.800951692332304,0.533308929209708,2.59558713327806,0.107161721020633,0.528580542802459
"AOC3",-0.544984009432699,5.40138809001124,2.59558383175921,0.107161944317152,0.528580542802459
"KRT5",-0.939397292511918,7.58319050977827,2.59501721087608,0.107200274992491,0.528638499640628
"POLR1E",-0.340002065886908,5.2760954834569,2.59394204048133,0.107273049311487,0.528866238152419
"PCDHA9",-0.71360448651243,0.53214743394148,2.59250869395864,0.107370151589669,0.529098037091548
"LSMEM1",-0.580781202113465,1.20247340512286,2.59218622585169,0.107392010531331,0.529098037091548
"LRRC1",-0.298192302419421,5.40526976702443,2.59207017924648,0.107399878104313,0.529098037091548
"PCOLCE",0.472734734343675,3.76840307822845,2.59154314738809,0.107435617069223,0.529143029289923
"CRB3",-0.464165020344738,3.18009708705344,2.59054880725602,0.107503080589476,0.529344210637162
"RABEP1",0.24875313243803,6.71038840289375,2.58920721565186,0.107594177971612,0.529562742889995
"SIAH2",-0.347631870984989,3.92840208643105,2.58844793891169,0.107645772285157,0.529562742889995
"EIPR1",0.293825236217073,3.86492973207042,2.5883947880432,0.107649385005844,0.529562742889995
"AC245014.3",-0.985360053061591,0.242794936911915,2.588327325304,0.107653970711195,0.529562742889995
"PFKFB4",0.509434162772098,2.16559169819675,2.58762903181389,0.107701449041541,0.529607438644798
"MAP4K4",0.269366248222944,6.38467021438079,2.58693306893658,0.107748791782704,0.529607438644798
"CAPN12",-0.520760543382146,2.87535087625541,2.58690577284463,0.107750649059671,0.529607438644798
"PPP2R3A",-0.374997804092454,6.02962532007483,2.5866276533969,0.107769574828816,0.529607438644798
"UBXN8",0.369603848601461,2.77937576625658,2.58613482686151,0.107803120179068,0.529634620409877
"CELF4",-0.620790950464461,0.801856156561837,2.58575019647186,0.107829308879485,0.529634620409877
"ARSG",-0.339120871010298,3.51505717135505,2.58537299380825,0.107854998625302,0.529634620409877
"SNX32",-0.397923147440517,2.74708352467155,2.58466124231241,0.107903491442224,0.52974194959342
"CHIC1",0.30920863208678,4.59801402207022,2.58367798245925,0.107970521959917,0.529761231972387
"NFKBIZ",-0.396593337658007,7.79545524023545,2.58353339750176,0.107980382420793,0.529761231972387
"SHISA4",-0.343768859810591,3.83942370207381,2.58343152179994,0.107987330773132,0.529761231972387
"AC114760.2",-0.382134904289483,3.41188657154347,2.58191098956963,0.108091095851242,0.530139510305672
"STK17B",-0.331360953299222,7.64331589430602,2.58107806507897,0.108147983198998,0.530206960819052
"LMBR1",0.248081013002462,5.75923382141447,2.5809289973779,0.108158167741497,0.530206960819052
"ZNF462",-0.38564797592571,6.66346940417806,2.57997682041618,0.108223246842611,0.530387212021124
"ATP7B",0.450187234279574,4.52741805993094,2.57950866563996,0.108255259911399,0.530387212021124
"HEXB",0.29575354382097,6.81437523693417,2.57889160187598,0.108297471471093,0.530387212021124
"POMC",0.886688287293584,-0.101818085274972,2.57883108206978,0.1083016124305,0.530387212021124
"CDC42EP5",-0.458515447810446,3.56470082192709,2.57819583508848,0.108345088562161,0.530469503034037
"MIA3",0.269404084417794,7.23786145600331,2.57683833361818,0.10843805985996,0.530769631891889
"TNFRSF12A",-0.908086595496877,4.73914427162237,2.57652161086379,0.10845976387815,0.530769631891889
"TNS4",-0.888410916883279,5.50847587354453,2.57608324676075,0.108489811469573,0.530786069005378
"HLA-DPA1",0.591169063165554,7.612366572757,2.57412837156108,0.108623919406174,0.531311487739792
"CPXM1",-0.779471447072948,3.15574250390874,2.57368726432187,0.108654205326633,0.531328948988464
"LOXL3",0.432934844843687,2.61059683487286,2.5715758924694,0.10879929823661,0.531907680267872
"ZBTB21",-0.395562266477397,4.80697471344477,2.57025758572828,0.108889999862805,0.53222027949655
"CCDC85C",-0.398844854801372,5.37812786327672,2.56975433609201,0.108924646155425,0.532258811483807
"PRDM5",0.397918756038674,4.12978017716565,2.56850387742212,0.109010786610488,0.532548888260716
"C18orf15",-0.805135921771018,0.876142622811906,2.56725518073719,0.109096880387853,0.532838594585862
"GK5",-0.276522422372046,6.6641861617195,2.56623505912562,0.109167270074384,0.533051477348231
"LNX1",-0.313577613787175,5.69410447836841,2.56569578335404,0.109204500951368,0.533082595740665
"RND2",-0.584229147262508,0.882882999187722,2.56489348670446,0.109259916262027,0.533082595740665
"PDCD5",0.285750690603675,4.54579598642843,2.56484923240014,0.109262973843587,0.533082595740665
"RBP7",0.66109821638546,2.51524438579002,2.5645903826687,0.109280859957496,0.533082595740665
"ABCB10",0.258189356826528,4.54215102736461,2.56346412447205,0.109358720115548,0.533268176951355
"DDX42",-0.231112417314841,6.98085222055106,2.56326444209688,0.109372530862056,0.533268176951355
"GJC3",-0.4791989548572,1.84328036666171,2.56264753154983,0.109415210710603,0.533345517306979
"ITGA9",-0.423718262182171,5.91160794043798,2.56038530733736,0.109571875344721,0.533978303566729
"SMC6",0.288546767287373,5.4426599805055,2.55972544721042,0.109617618731364,0.534070357993475
"FBRSL1",-0.359465244962516,4.06317235652366,2.55882185395285,0.109680292452515,0.53424483377311
"LINC00278",1.14652025824276,1.581438477511,2.55826203277386,0.109719141716846,0.534303205304758
"DNAJC24",-0.271702755228077,4.39551222862502,2.55778765893151,0.1097520731313,0.534332736948665
"BIK",0.478384288086131,2.67419942673746,2.55710012490981,0.109799821586106,0.534434373887535
"NUTM2B-AS1",0.499505296464301,3.5225375607357,2.55499018579637,0.109946497100458,0.535017356088551
"LPL",-0.842984008978248,7.97465084623794,2.55396159084105,0.110018079486654,0.535125130162304
"SBSPON",-0.520140238550869,4.49705777287848,2.55389868912597,0.110022458630011,0.535125130162304
"FAM49A",0.312776023213637,4.44336725675647,2.55329870894741,0.110064238177916,0.5351974496045
"PKIG",0.300330350119802,4.89551041361992,2.55243515084172,0.110124402570895,0.535359109833772
"AOC1",0.888639544319425,0.153949526882552,2.55161944151944,0.110181266537935,0.535504650270394
"UQCRQ",0.345441777484313,5.79956343010033,2.55097656780844,0.110226104701749,0.535591685880376
"AC092828.1",-0.518447608802299,3.10786218922232,2.55002568831059,0.110292461972537,0.535645265305685
"PDZD2",-0.351767129722594,5.14661208961091,2.54956843493425,0.110324387110583,0.535645265305685
"MPHOSPH9",0.299536294841821,5.04063459366742,2.54954078780433,0.110326317741293,0.535645265305685
"PITPNM2-AS1",-0.826168305978149,0.113937230903009,2.54927523005485,0.110344863835347,0.535645265305685
"PPP2R2D",-0.242329816985903,5.33780542825397,2.54873993582192,0.110382258281533,0.53569603531067
"SLCO4A1-AS1",-0.702939503911139,2.55511306139276,2.54678799846736,0.110518734339059,0.536181731257775
"AC096921.2",0.553883602711726,1.29761654077126,2.54653756053383,0.110536257952377,0.536181731257775
"CACNA1D",-0.446158728167913,3.96326740229804,2.54601773122462,0.110572641143417,0.536227429178315
"NDUFS7",0.330294430610358,3.55081622979267,2.54407062479306,0.1107090375132,0.536315286937603
"SMC4",0.327131941117731,4.77605144692993,2.54398837261535,0.110714803417279,0.536315286937603
"TIMELESS",0.408975682358487,3.08555101660785,2.54350051769655,0.110749008994953,0.536315286937603
"AC132872.4",-0.72887550463394,1.54742170078617,2.54338467513142,0.110757132916468,0.536315286937603
"ELMSAN1",-0.318409634624293,6.08406573669972,2.54329201456198,0.110763631580073,0.536315286937603
"MIR4458HG",0.516086984036463,2.66243372025788,2.54328904430547,0.110763839903215,0.536315286937603
"IFNG-AS1",0.911700791003495,2.2051650342724,2.54306542099019,0.110779525278543,0.536315286937603
"ZNF549",0.312625914298861,4.05603884411954,2.54190498578096,0.110860959718285,0.536578916251463
"CD320",-0.416343320037779,3.61311725596103,2.53997659073594,0.11099643203465,0.537049052764498
"NIPSNAP3B",0.46652808364303,2.64392666663023,2.53975372255506,0.111012100558872,0.537049052764498
"ZNF675",0.376843569783847,3.46859333169894,2.53586210693149,0.111286089351139,0.538243615032941
"CSNK1D",-0.43270736887518,5.29689967518322,2.53457705812286,0.111376726446243,0.538551017642327
"PCDHB6",0.734078347058039,0.256598357834711,2.5338941723584,0.111424924817572,0.538653112487087
"TYSND1",0.263811692165342,4.60318381347269,2.53190599064648,0.111565382302505,0.539052351147991
"CAPS",-0.328370957766602,4.43832947543239,2.53121387616672,0.111614323280574,0.539052351147991
"ICE2",0.268099731518552,6.04416862177177,2.53109204031831,0.111622941014505,0.539052351147991
"FAM78B",-0.478888267301567,1.66346156945986,2.53100004495304,0.111629448546715,0.539052351147991
"ENTPD8",0.815054374063353,2.18047849488766,2.53080802814716,0.11164303270206,0.539052351147991
"AC084871.1",-0.677811267662606,1.02780982098744,2.52982562930442,0.111712560607751,0.539096224233632
"GPR17",0.554245147925663,2.32679418429214,2.52970574257439,0.111721048686361,0.539096224233632
"STX5",-0.280587025674331,5.27767475222437,2.52921513010024,0.11175579184939,0.539096224233632
"IL4I1",0.699151249748047,1.07087612680832,2.52883875791248,0.111782453046115,0.539096224233632
"AC011595.1",0.755853759479107,0.272616208514072,2.52860767988608,0.111798825463126,0.539096224233632
"ITGA10",-0.691226517281647,3.31769071586312,2.52838283335897,0.111814758898016,0.539096224233632
"GGT6",-0.653543051107883,6.22780411063247,2.52657929127385,0.111942654875543,0.539286580623826
"MRPS21",0.266976020537395,5.04712477772315,2.5262358170178,0.111967030184161,0.539286580623826
"ATG101",-0.43796672717248,4.31404212399168,2.52593364997688,0.111988478879031,0.539286580623826
"ASB2",0.480977076744845,2.98628621854231,2.52557445982217,0.112013981125437,0.539286580623826
"RAB40C",-0.33627395968951,4.5259256588967,2.52547271219141,0.112021206297236,0.539286580623826
"TOR3A",-0.315237441672099,4.56709891185393,2.5250649362208,0.112050167909253,0.539286580623826
"ZSCAN29",-0.229264716046462,5.14879514198921,2.52496059258309,0.112057580067711,0.539286580623826
"SSSCA1-AS1",0.474822092105231,1.28958816202603,2.52343657196564,0.112165902004092,0.539286580623826
"AC009120.1",-0.488835947933758,1.10239216089882,2.52329116801827,0.112176242820324,0.539286580623826
"KCNJ2",-0.409001500119694,3.05879611642373,2.52215346175647,0.112257190296514,0.539286580623826
"SLC5A4",-0.922901989197197,0.37839649520949,2.52186228703292,0.112277917631571,0.539286580623826
"SCML4",0.710209688739448,2.16908877043237,2.52159260005121,0.112297119116692,0.539286580623826
"SHC2",-0.52415945475193,4.53335794927063,2.52153554535077,0.112301181826571,0.539286580623826
"AC145423.3",-0.614177677620233,0.232731899314047,2.52127848602417,0.112319488328967,0.539286580623826
"CHPT1",0.431480123100099,7.64532469167844,2.52124609331778,0.112321795411528,0.539286580623826
"AC090948.2",0.612968461701823,0.745101329883609,2.52094150630216,0.112343491347347,0.539286580623826
"RHOBTB1",0.373596451944316,3.67294713810005,2.52075365738849,0.112356874251356,0.539286580623826
"NUDT5",0.236358914602585,4.74229363636606,2.52027004317316,0.112391336416586,0.539286580623826
"ZBED9",-0.36787940668156,2.85140665458138,2.52003531747528,0.112408067076743,0.539286580623826
"SKAP1",-0.501890211296954,2.62009018731359,2.51944996393746,0.112449801562039,0.539286580623826
"AC129502.1",-0.56661085920144,1.28549084917345,2.51908138605756,0.112476089151251,0.539286580623826
"KDM3B",-0.203435166894435,7.09939626813366,2.51894566736757,0.112485770539525,0.539286580623826
"GPR52",0.649329546048456,0.568272198996383,2.51874067143488,0.112500395506769,0.539286580623826
"AVPR1A",-0.548940107887996,3.45787373619883,2.51833139258402,0.112529600837997,0.539286580623826
"AP001029.2",0.531331349284316,1.58134190737154,2.51811173790916,0.112545278405616,0.539286580623826
"ZNF503-AS1",-0.829570934188574,0.517851558857899,2.51738539054054,0.112597137640633,0.539286580623826
"SH3BP4",-0.481785991114609,7.47736517779029,2.51720648738271,0.112609914881067,0.539286580623826
"AC092168.2",-0.835684702280535,1.35159071177574,2.51706060951432,0.112620334641659,0.539286580623826
"CENPF",0.577506302101203,3.20617941143962,2.5167230562298,0.112644449460968,0.539286580623826
"FOLH1B",-1.57371335026468,1.36750404735249,2.51607568906103,0.112690713311425,0.539286580623826
"PGAM1P8",0.725053372295687,-0.084750452499537,2.51596698340447,0.112698483972337,0.539286580623826
"IL18",0.435223763138939,2.90092312871719,2.51531192896476,0.112745322053917,0.539286580623826
"KLK10",-0.767207315967646,1.12637212088723,2.51459193824253,0.112796827986285,0.539286580623826
"ESRP2",-0.296816487285336,4.95333404299531,2.51444138207962,0.112807601589831,0.539286580623826
"AL139423.1",-0.479230770130431,2.51707504107952,2.51416936425877,0.112827069706367,0.539286580623826
"NUP98",-0.211022980528208,7.21283814980982,2.51380404754137,0.112853220980207,0.539286580623826
"KNDC1",0.778660492775576,1.97173168255783,2.51374372743648,0.112857539649857,0.539286580623826
"RN7SL364P",0.730433585770744,0.182544610898709,2.51336106415266,0.112884940997481,0.539287942963703
"CCT6B",-0.37493134318096,2.77850945048313,2.51122541095755,0.113038003261462,0.539813066353762
"ELMO3",-0.368259639354398,4.58048060140008,2.51107005854265,0.11304914628738,0.539813066353762
"SEMA4C",-0.319714378802457,5.48935626507347,2.50918522910705,0.113184436681628,0.540147617177278
"SERPINE3",-0.661673949661683,0.186529891201239,2.50845530169682,0.1132368777548,0.540147617177278
"MRM1",0.401954550030534,2.29978417600882,2.50815208741809,0.113258669822027,0.540147617177278
"AC025040.1",0.736083264822025,0.0661162750161174,2.50768214373281,0.113292453895624,0.540147617177278
"ME2",0.305900279183283,4.95100357336934,2.50724834158908,0.113323649624809,0.540147617177278
"TANC1",-0.321174328084868,6.42203363685741,2.50721813010313,0.113325822556153,0.540147617177278
"MAS1",-1.85663658425699,-0.239234748829662,2.50677109493772,0.113357980486635,0.540147617177278
"SEH1L",-0.258616982247569,4.87492296269903,2.5061532112224,0.113402445139108,0.540147617177278
"APBB1IP",0.414662075565603,3.48934547673376,2.50595269556234,0.113416878941533,0.540147617177278
"WTIP",-0.367431039605529,4.66505130323932,2.50594027933343,0.113417772770684,0.540147617177278
"CUX2",-1.05624666421276,-0.0432728543653291,2.50519131376402,0.11347170424829,0.540147617177278
"CASKIN2",-0.352369320276658,4.69297637689943,2.50511796887232,0.11347698718307,0.540147617177278
"CLEC2B",0.457646138053836,3.74524387906489,2.50474659564575,0.113503740863147,0.540147617177278
"PPRC1",-0.562527331656136,4.43518933187264,2.50446250867127,0.113524211145697,0.540147617177278
"IGLV1-40",0.634067821173395,4.83213213910888,2.50442934652675,0.113526600955401,0.540147617177278
"BIRC5",0.782009672156862,0.891130938554262,2.50386417335207,0.11356733834164,0.540212204003477
"TAS2R63P",0.538650912530004,0.892351153106095,2.50169987134947,0.113723489155154,0.540763507683577
"PYCR1",-0.628863805627811,5.85423927380053,2.50134105547794,0.113749399990546,0.540763507683577
"SV2B",0.538363335212813,4.20492663942071,2.50101787596051,0.113772743021592,0.540763507683577
"CLVS2",1.07537746562202,0.770072185688082,2.50075133340279,0.113791999178186,0.540763507683577
"CHRM3-AS1",-0.716307517412659,0.488374068432796,2.50020110040745,0.113831761691094,0.540823238536189
"PPP1R36",-0.62848693586973,2.56526726971327,2.49875787165923,0.113936129218808,0.541065170382277
"MT-ATP8",-1.04364460274849,3.81915502126253,2.49874453152349,0.113937094406727,0.541065170382277
"AC004982.2",-0.401330515778746,2.7619466346672,2.49791230063641,0.113997325953553,0.541103465176281
"DNAJB4",-0.384805599027141,5.17080481120214,2.49784585894298,0.114002136091186,0.541103465176281
"NUDT15",0.289103005137425,3.8760698503915,2.49750548966993,0.11402678110186,0.541103465176281
"RPL4P6",-0.457019085414272,1.88580395700966,2.49627739687867,0.114115752075888,0.541396487902019
"GUF1",0.295703352133237,4.62089129976835,2.49552822766626,0.114170064320108,0.541511260496629
"CCL5",0.793918976012622,3.93380719156134,2.49519267546622,0.114194399965952,0.541511260496629
"TSSC2",-0.601595176384906,0.859815489132897,2.49474844954833,0.114226625882226,0.541534954838073
"ASB3",0.358214013891305,2.2393280389006,2.492972043883,0.114355593690662,0.542017170476616
"RHOQ",-0.286206640613783,5.20267497531143,2.49213230180997,0.114416615211871,0.542177184496947
"C1orf147",0.605254409309843,0.738727560253694,2.49144746845568,0.114466406569374,0.542211692991188
"AC003973.3",0.695068860511082,2.45580131356196,2.49128222757097,0.114478424118564,0.542211692991188
"SLC25A44",-0.397947495266081,4.36384342607987,2.48968741933782,0.114594482017318,0.54263215675248
"SMTN",-0.410347331236169,5.34003740605054,2.48871968384911,0.114664969638443,0.542836685591373
"AC127164.1",-0.386083880650425,2.43543124969137,2.48729425231663,0.114768881901652,0.543199315387922
"AC027097.2",-0.531525774173664,0.970372448960392,2.48611615454154,0.114854842234893,0.543300619809167
"YWHAZ",-0.249589447092531,6.85576787311108,2.48597240812375,0.114865335605465,0.543300619809167
"THAP8",-0.523875163103598,0.761276705052404,2.48587783615927,0.114872239858083,0.543300619809167
"GRIA3",-0.615548913705126,1.45547071766244,2.4832276736151,0.115065902014416,0.544072606086634
"TOR4A",0.513963289485884,1.91082278118575,2.48267661536627,0.115106216135375,0.544072606086634
"ANKRD27",0.240767614214241,5.27845210603445,2.48252194146334,0.115117534513906,0.544072606086634
"TRIM26",-0.277190675082665,5.47186716220931,2.48175681714444,0.115173541122784,0.54409990747987
"RHOA-IT1",-0.753519482487341,0.125858991013515,2.48133994010828,0.115204068907002,0.54409990747987
"HSPB7",0.483788201266452,3.8222207172855,2.48132196145068,0.115205385679693,0.54409990747987
"GALNT17",-0.560383653343058,3.04874302111635,2.48055819384467,0.115261340032407,0.54410182858902
"PTPN6",0.463163896614941,4.99375586731833,2.48049904159259,0.115265674834591,0.54410182858902
"TAP1",0.539115472126722,5.31594500201321,2.4801962434489,0.115287867340815,0.54410182858902
"AL356356.1",-0.496620154862257,2.08411592994636,2.47935517897046,0.115349534892957,0.544263712918416
"SYT1",0.555180104748237,0.980786242222609,2.4788552609513,0.115386206548852,0.544307608122291
"CADM4",-0.353185948645736,4.01798045951254,2.47802671988335,0.1154470127957,0.544465304833028
"MAVS",-0.248164887455081,7.31098502792228,2.47703514234449,0.115519830705396,0.544679562131084
"RALGDS",-0.421495564930506,7.11148828374413,2.47543040080742,0.115637784614619,0.545106485047533
"AC092171.4",-0.594151860898255,0.221960463010256,2.47481808236559,0.115682827116724,0.545177992907405
"IL24",0.959149523305201,1.36671952539491,2.47423819121363,0.115725502103566,0.545177992907405
"HBA2",-1.07042593647712,3.05918684012762,2.47337645568057,0.115788950507876,0.545177992907405
